 0.1000000E-02  0.9999511E+00 -0.5519365E-02  0.1999902E+01 -0.1103873E-01  0.0000000E+00  0.0000000E+00
 0.2000000E-02  0.9998775E+00 -0.9198338E-02  0.1999755E+01 -0.1839668E-01  0.0000000E+00  0.0000000E+00
 0.3000000E-02  0.9997670E+00 -0.1287579E-01  0.1999534E+01 -0.2575158E-01  0.0000000E+00  0.0000000E+00
 0.4000000E-02  0.9996199E+00 -0.1655079E-01  0.1999240E+01 -0.3310158E-01  0.0000000E+00  0.0000000E+00
 0.5000000E-02  0.9994361E+00 -0.2022242E-01  0.1998872E+01 -0.4044483E-01  0.0000000E+00  0.0000000E+00
 0.6000000E-02  0.9992158E+00 -0.2388976E-01  0.1998432E+01 -0.4777951E-01  0.0000000E+00  0.0000000E+00
 0.7000000E-02  0.9989592E+00 -0.2755190E-01  0.1997918E+01 -0.5510380E-01  0.0000000E+00  0.0000000E+00
 0.8000000E-02  0.9986666E+00 -0.3120796E-01  0.1997333E+01 -0.6241592E-01  0.0000000E+00  0.0000000E+00
 0.9000000E-02  0.9983382E+00 -0.3485705E-01  0.1996676E+01 -0.6971411E-01  0.0000000E+00  0.0000000E+00
 0.1000000E-01  0.9979742E+00 -0.3849833E-01  0.1995948E+01 -0.7699665E-01  0.0000000E+00  0.0000000E+00
 0.1100000E-01  0.9975752E+00 -0.4213094E-01  0.1995150E+01 -0.8426187E-01  0.0000000E+00  0.0000000E+00
 0.1200000E-01  0.9971413E+00 -0.4575407E-01  0.1994283E+01 -0.9150814E-01  0.0000000E+00  0.0000000E+00
 0.1300000E-01  0.9966731E+00 -0.4936692E-01  0.1993346E+01 -0.9873385E-01  0.0000000E+00  0.0000000E+00
 0.1400000E-01  0.9961710E+00 -0.5296874E-01  0.1992342E+01 -0.1059375E+00  0.0000000E+00  0.0000000E+00
 0.1500000E-01  0.9956354E+00 -0.5655877E-01  0.1991271E+01 -0.1131175E+00  0.0000000E+00  0.0000000E+00
 0.1600000E-01  0.9950669E+00 -0.6013631E-01  0.1990134E+01 -0.1202726E+00  0.0000000E+00  0.0000000E+00
 0.1700000E-01  0.9944658E+00 -0.6370067E-01  0.1988932E+01 -0.1274013E+00  0.0000000E+00  0.0000000E+00
 0.1800000E-01  0.9938329E+00 -0.6725120E-01  0.1987666E+01 -0.1345024E+00  0.0000000E+00  0.0000000E+00
 0.1900000E-01  0.9931686E+00 -0.7078728E-01  0.1986337E+01 -0.1415746E+00  0.0000000E+00  0.0000000E+00
 0.2000000E-01  0.9924735E+00 -0.7430832E-01  0.1984947E+01 -0.1486166E+00  0.0000000E+00  0.0000000E+00
 0.2100000E-01  0.9917482E+00 -0.7781375E-01  0.1983496E+01 -0.1556275E+00  0.0000000E+00  0.0000000E+00
 0.2200000E-01  0.9909933E+00 -0.8130306E-01  0.1981987E+01 -0.1626061E+00  0.0000000E+00  0.0000000E+00
 0.2300000E-01  0.9902094E+00 -0.8477575E-01  0.1980419E+01 -0.1695515E+00  0.0000000E+00  0.0000000E+00
 0.2400000E-01  0.9893971E+00 -0.8823134E-01  0.1978794E+01 -0.1764627E+00  0.0000000E+00  0.0000000E+00
 0.2500000E-01  0.9885571E+00 -0.9166942E-01  0.1977114E+01 -0.1833388E+00  0.0000000E+00  0.0000000E+00
 0.2600000E-01  0.9876899E+00 -0.9508957E-01  0.1975380E+01 -0.1901791E+00  0.0000000E+00  0.0000000E+00
 0.2700000E-01  0.9867963E+00 -0.9849142E-01  0.1973593E+01 -0.1969828E+00  0.0000000E+00  0.0000000E+00
 0.2800000E-01  0.9858767E+00 -0.1018746E+00  0.1971753E+01 -0.2037493E+00  0.0000000E+00  0.0000000E+00
 0.2900000E-01  0.9849320E+00 -0.1052389E+00  0.1969864E+01 -0.2104778E+00  0.0000000E+00  0.0000000E+00
 0.3000000E-01  0.9839626E+00 -0.1085839E+00  0.1967925E+01 -0.2171678E+00  0.0000000E+00  0.0000000E+00
 0.3100000E-01  0.9829693E+00 -0.1119094E+00  0.1965939E+01 -0.2238188E+00  0.0000000E+00  0.0000000E+00
 0.3200000E-01  0.9819527E+00 -0.1152151E+00  0.1963905E+01 -0.2304303E+00  0.0000000E+00  0.0000000E+00
 0.3300000E-01  0.9809133E+00 -0.1185010E+00  0.1961827E+01 -0.2370019E+00  0.0000000E+00  0.0000000E+00
 0.3400000E-01  0.9798518E+00 -0.1217666E+00  0.1959704E+01 -0.2435333E+00  0.0000000E+00  0.0000000E+00
 0.3500000E-01  0.9787689E+00 -0.1250120E+00  0.1957538E+01 -0.2500240E+00  0.0000000E+00  0.0000000E+00
 0.3600000E-01  0.9776650E+00 -0.1282369E+00  0.1955330E+01 -0.2564739E+00  0.0000000E+00  0.0000000E+00
 0.3700000E-01  0.9765408E+00 -0.1314413E+00  0.1953082E+01 -0.2628827E+00  0.0000000E+00  0.0000000E+00
 0.3800000E-01  0.9753969E+00 -0.1346251E+00  0.1950794E+01 -0.2692502E+00  0.0000000E+00  0.0000000E+00
 0.3900000E-01  0.9742339E+00 -0.1377881E+00  0.1948468E+01 -0.2755762E+00  0.0000000E+00  0.0000000E+00
 0.4000000E-01  0.9730522E+00 -0.1409304E+00  0.1946104E+01 -0.2818607E+00  0.0000000E+00  0.0000000E+00
 0.4100000E-01  0.9718525E+00 -0.1440518E+00  0.1943705E+01 -0.2881036E+00  0.0000000E+00  0.0000000E+00
 0.4200000E-01  0.9706353E+00 -0.1471524E+00  0.1941271E+01 -0.2943048E+00  0.0000000E+00  0.0000000E+00
 0.4300000E-01  0.9694010E+00 -0.1502321E+00  0.1938802E+01 -0.3004642E+00  0.0000000E+00  0.0000000E+00
 0.4400000E-01  0.9681503E+00 -0.1532910E+00  0.1936301E+01 -0.3065820E+00  0.0000000E+00  0.0000000E+00
