-0.8324060E+01  0.3994625E+01
 0.1516789E+01 -0.6151954E+00
 0.7238198E-01 -0.3125471E+01
-0.5349192E+01  0.6632874E+00
-0.3309410E+01  0.4194171E+01
 0.3281135E+01  0.3227999E+01
-0.6366135E+01 -0.2138023E+01
-0.4943345E+01  0.3878405E+01
-0.3824673E+01 -0.3837679E+01
 0.3275669E+01 -0.9708087E-01
-0.7218645E+01  0.1163433E+01
-0.2508185E+01 -0.9144206E+00
-0.1347253E+01  0.5933750E+01
-0.4374681E+01 -0.1322636E+01
 0.2820189E+00  0.3785690E+01
-0.6260311E+01  0.5567713E+01
 0.3757710E+01  0.6132380E+01
-0.5349555E+01  0.7220939E+01
 0.2205499E+01  0.5916331E+00
 0.1748247E+01  0.6206284E+01
-0.2852716E+01  0.1851770E+01
-0.1417628E+01 -0.4941309E+00
-0.1705712E+01  0.2286053E+01
-0.9696057E+00  0.3203749E+01
 0.3479728E+01  0.1619052E+01
-0.4141209E+01  0.1413897E+01
-0.1955280E+01  0.7321617E+01
-0.3449474E+01  0.2873892E+01
-0.1186098E+00 -0.2486436E+00
-0.6565235E+01  0.3604247E+01
-0.4008228E+01 -0.2456066E+01
-0.6225127E+01  0.2399828E+01
 0.1226487E+01  0.2839503E+01
 0.3762529E+01 -0.1416426E+01
-0.7560500E+01 -0.1699192E+01
 0.1787992E+00  0.1903874E+01
 0.1501322E+01  0.5054295E+01
 0.1452186E+01  0.1414187E+01
 0.1780030E+01 -0.3518079E+01
-0.2569821E+01  0.3928135E+00
-0.8134844E+01 -0.3420570E+01
 0.3968357E+00 -0.1800374E+01
 0.3427398E+01  0.7548238E+01
-0.2016379E+01  0.5006251E+01
 0.3268677E+01 -0.3770101E+01
 0.6449148E+00  0.6104553E+01
-0.4274909E+01  0.5863996E+01
-0.3536675E+00  0.8309199E+01
-0.6956299E+01 -0.4130202E+01
-0.5058172E+01 -0.3360163E+01
-0.5154334E+01 -0.4754414E+00
-0.1782819E+01 -0.3437316E+01
-0.8278998E+01  0.2413339E+01
-0.1151098E+01  0.1300704E+01
 0.2048022E+01 -0.2454268E+01
-0.3197820E+01  0.7617675E+01
-0.8260670E+01  0.6862342E+01
-0.4754934E+01  0.8211766E+01
 0.1409653E+01  0.7564907E+01
-0.7485558E+01  0.5594611E+01
-0.8562937E+00 -0.2373570E+01
-0.6865277E+00  0.4830417E+01
 0.3248875E+01  0.4952249E+01
 0.3424536E+01 -0.2625693E+01
-0.4589695E+01  0.2589439E+01
 0.4451546E+00  0.7533620E+00
-0.6743689E+00  0.6799093E+01
-0.2889081E+01 -0.2194310E+01
 0.6811781E+00 -0.4219731E+01
-0.3971974E+01 -0.2994343E+00
-0.6245865E+01  0.8030629E+01
-0.7834000E+00 -0.4220982E+01
-0.7645446E+01 -0.2604372E-01
-0.7471105E+01  0.8164938E+01
-0.7057236E+01  0.7050949E+01
-0.6498448E+01  0.3246858E+00
-0.6506045E+01 -0.8746892E+00
-0.2808795E+01  0.6385441E+01
-0.2721364E+01 -0.4124806E+01
 0.4274880E+01  0.8273586E+01
 0.4235748E+01 -0.4307141E+01
 0.2328372E+01  0.3920938E+01
-0.2081932E+01  0.3722630E+01
 0.2328268E+01  0.2157710E+01
-0.5116380E+01  0.4974477E+01
-0.5173251E+01 -0.2173509E+01
 0.4111319E+01  0.4156081E+01
 0.2484612E+01 -0.1185812E+01
-0.3229565E+01  0.5355512E+01
 0.2575489E+01  0.8298138E+01
-0.6186327E+01 -0.3244640E+01
 0.3115803E+00  0.7310208E+01
 0.4172183E+01  0.2517719E+01
 0.4267638E+01  0.3930118E+00
-0.7346391E+01  0.4493846E+01
-0.4154423E+01  0.7008001E+01
